term,valence,arousal,dominance
disconcertion,0.166,0.238,0.188
disconcertment,0.166,0.166,0.166
disconnect,0.438,0.292,0.19
disconnected,0.292,0.276,0.172
disconnectedly,0.166,0.222,0.166
disconnectedness,0.166,0.02,0.148
disconnection,0.166,0.282,0.276
disconnects,0.256,0.356,0.24
disconsolate,0.074,0.0,0.13
disconsolately,0.0,0.0,0.084
disconsolation,0.0,0.0,0.04
discontent,0.24,0.53,0.262
discontentedly,0.054,0.228,0.188
discontentedness,0.124,0.184,0.194
discontentment,0.0,0.166,0.262
discontinuance,0.122,0.74,0.336
discontinuation,0.166,0.166,0.292
discontinue,0.354,0.396,0.348
discontinuity,0.302,0.438,0.25
discontinuous,0.232,0.408,0.316
discontinuously,0.5,0.27,0.646
discontinuousness,0.204,0.118,0.292
discord,0.134,0.882,0.464
discordance,0.084,0.166,0.332
discordant,0.166,0.75,0.292
discordantly,0.166,0.834,0.332
discorporate,0.166,0.124,0.278
discotheque,0.834,1.0,0.666
discount,0.788,0.514,0.38
discountable,0.536,0.5,0.262
discounted,0.676,0.47,0.43
discountenance,0.142,0.238,0.834
discounter,0.332,0.74,0.69
discourage,0.184,0.442,0.266
discouraged,0.22,0.304,0.044
discouragement,0.112,0.318,0.206
discourager,0.018,0.834,0.888
discouraging,0.166,0.468,0.28
discourse,0.41,0.55,0.802
discourse-on,0.386,0.518,0.542
discourser,0.834,0.808,0.688
discourteous,0.148,0.834,0.166
discourteously,0.0,0.25,0.25
discourteousness,0.0,0.166,0.452
discourtesy,0.062,0.166,0.332
discover,0.77,0.792,0.672
discoverability,0.834,0.79,0.75
discoverable,0.812,0.666,0.638
discoverer,0.854,0.834,0.978
discoveries,0.978,0.834,0.814
discovery,0.822,0.626,0.814
discredit,0.074,0.528,0.354
discreditable,0.066,0.166,0.084
discredited,0.112,0.49,0.182
discreet,0.552,0.216,0.532
discreetly,0.834,0.166,0.762
discreetness,0.834,0.124,0.702
discrepancy,0.26,0.642,0.416
discrepant,0.312,0.332,0.63
discrete,0.584,0.23,0.428
discretely,0.542,0.25,0.624
discreteness,0.562,0.02,0.77
discretion,0.552,0.32,0.684
discretional,0.814,0.204,0.916
discretionally,0.708,0.228,0.814
discretionary,0.52,0.364,0.446
discriminant,0.594,0.778,0.74
discriminate,0.124,0.76,0.366
discriminately,0.604,0.166,0.75
discriminating,0.16,0.782,0.462
discrimination,0.05,0.724,0.378
discriminative,0.834,0.666,0.854
discriminatively,0.834,0.354,0.778
discriminator,0.166,0.812,0.854
discriminatory,0.192,0.668,0.43
discus,0.542,0.422,0.342
discuss,0.396,0.768,0.508
discussable,0.5,0.648,0.562
discusser,0.5,0.814,0.642
discussible,0.548,0.666,0.562
discussion,0.332,0.842,0.536
disdain,0.152,0.446,0.44
disdainful,0.096,0.48,0.262
disdainfully,0.146,0.812,0.916
disdainfulness,0.166,0.278,0.852
disease,0.04,0.538,0.332
diseased,0.122,0.51,0.134
disembark,0.5,0.834,0.374
disembarkation,0.416,0.27,0.314
disembodied,0.166,0.62,0.412
disembodiment,0.166,0.02,0.222
disembody,0.194,0.184,0.166
disembowel,0.0,1.0,0.708
disembowelment,0.0,1.0,0.036
disembroil,0.79,0.834,0.834
disenchant,0.166,0.19,0.354
disenchanter,0.166,0.708,0.63
disenchantment,0.054,0.19,0.19
disencumber,0.8,0.834,0.796
disenfranchise,0.084,0.75,0.61
disenfranchised,0.166,0.166,0.024
disenfranchisement,0.166,0.222,0.142
disengage,0.406,0.528,0.304
disengaged,0.214,0.018,0.166
disengagement,0.326,0.372,0.394
disentangle,0.834,0.856,0.812
disentanglement,0.808,0.814,0.79
disenthrall,0.888,0.166,0.856
disentomb,0.19,0.834,0.762
disentombment,0.166,0.834,0.812
disequilibrium,0.166,0.834,0.24
disestablish,0.25,0.166,0.646
disestablishment,0.286,0.834,0.36
disestablishmentarian,0.5,0.5,0.79
disfavor,0.0,0.266,0.188
disfiguration,0.0,0.296,0.204
disfigure,0.11,0.38,0.208
disfigured,0.152,0.612,0.336
disfigurement,0.166,0.222,0.124
disfigurer,0.0,0.834,0.728
disfranchisement,0.094,0.194,0.062
disgorge,0.166,0.834,0.852
disgorgement,0.166,0.852,0.332
disgrace,0.06,0.53,0.33
disgraced,0.07,0.66,0.25
disgraceful,0.082,0.702,0.24
disgracefully,0.146,0.834,0.04
disgracefulness,0.0,0.166,0.166
disgracer,0.0,0.814,0.25
disgruntle,0.0,0.592,0.292
disgruntled,0.104,0.658,0.442
disgruntlement,0.024,0.228,0.24
disguisable,0.476,0.166,0.208
disguise,0.572,0.694,0.43
disguised,0.5,0.614,0.326
disguisedly,0.304,0.624,0.352
disguiser,0.188,0.814,0.702
disgust,0.052,0.774,0.316
disgusted,0.05,0.772,0.274
disgustedly,0.024,0.808,0.286
disgusting,0.03,0.796,0.244
disgustingness,0.0,0.438,0.204
dish,0.552,0.254,0.264
dish-out,0.204,0.536,0.374
dish-soap,0.382,0.34,0.426
disharmonic,0.166,0.278,0.222
disharmonious,0.166,0.834,0.208
disharmonize,0.02,0.76,0.214
disharmony,0.146,0.834,0.228
dishcloth,0.416,0.214,0.214
dishearten,0.166,0.166,0.166
disheartened,0.228,0.342,0.238
disheartening,0.008,0.45,0.228
disheartenment,0.0,0.028,0.166
dishevel,0.19,0.834,0.214
dishevelment,0.166,0.75,0.188
dishonest,0.19,0.49,0.162
dishonestly,0.0,0.784,0.188
dishonesty,0.046,0.592,0.348
dishonor,0.104,0.62,0.184
dishonorable,0.112,0.64,0.28
dishonorableness,0.0,0.024,0.146
dishonorably,0.0,0.262,0.084
dishpan,0.5,0.208,0.296
dishrag,0.166,0.166,0.074
dishtowel,0.5,0.296,0.438
dishware,0.542,0.166,0.5
dishwasher,0.48,0.296,0.324
dishwashing,0.184,0.222,0.148
dishwater,0.166,0.166,0.408
dishy,0.834,0.808,0.666
disillusion,0.166,0.166,0.208
disillusionment,0.05,0.518,0.19
disimpassioned,0.36,0.0,0.438
disincarnate,0.332,0.0,0.188
disincentive,0.02,0.188,0.332
disinclination,0.124,0.49,0.33
disincline,0.458,0.454,0.278
disinclined,0.384,0.442,0.364
disincorporation,0.166,0.166,0.314
disinfect,0.448,0.388,0.648
disinfectant,0.53,0.428,0.46
disinfection,0.516,0.556,0.472
disinfector,0.166,0.708,0.728
disinformation,0.23,0.576,0.26
disingenuous,0.194,0.508,0.222
disingenuously,0.138,0.834,0.57
disingenuousness,0.0,0.204,0.214
disinherit,0.166,0.778,0.702
disinheritance,0.046,0.238,0.332
disintegrable,0.166,0.354,0.204
disintegrate,0.142,0.66,0.364
disintegration,0.094,0.55,0.38
disintegrative,0.0,0.666,0.166
disintegrator,0.054,0.958,0.642
disinterest,0.166,0.0,0.19
disinterested,0.398,0.284,0.392
disinterestedly,0.476,0.036,0.438
disinterestedness,0.332,0.036,0.416
disinterment,0.166,0.834,0.604
disinvest,0.166,0.762,0.556
disinvite,0.166,0.834,0.63
disjoin,0.238,0.762,0.278
disjoint,0.35,0.384,0.322
disjointed,0.322,0.518,0.364
disjointedly,0.184,0.25,0.146
disjointedness,0.166,0.228,0.184
disjunction,0.308,0.222,0.61
disjunctive,0.286,0.48,0.4
disjunctively,0.5,0.166,0.542
disjuncture,0.25,0.834,0.25
disk,0.572,0.422,0.412
diskette,0.53,0.254,0.39
dislikable,0.0,0.166,0.25
dislike,0.156,0.406,0.32
disliked,0.062,0.51,0.22
disliking,0.162,0.636,0.366
dislocate,0.166,0.834,0.38
dislocated,0.124,0.624,0.2
dislocation,0.228,0.564,0.372
dislodge,0.214,0.768,0.356
dislodgement,0.312,0.834,0.5
disloyal,0.062,0.582,0.244
disloyally,0.166,0.812,0.02
disloyalty,0.186,0.716,0.266
dismal,0.194,0.45,0.192
dismally,0.028,0.188,0.148
dismantle,0.346,0.644,0.462
dismantlement,0.214,0.69,0.462
dismantler,0.166,0.808,0.728
dismay,0.314,0.68,0.458
dismayed,0.164,0.734,0.388
dismember,0.0,1.0,0.79
dismemberer,0.0,0.972,0.978
dismemberment,0.104,0.86,0.47
dismiss,0.166,0.54,0.508
dismissal,0.16,0.722,0.27
dismissible,0.19,0.166,0.208
dismissive,0.188,0.54,0.43
dismissively,0.166,0.702,0.75
dismissiveness,0.166,0.238,0.404
dismount,0.36,0.422,0.39
dismountable,0.5,0.332,0.482
disobedience,0.05,0.868,0.368
disobedient,0.276,0.706,0.352
disobediently,0.146,0.928,0.388
disobey,0.142,0.556,0.49
disobeyer,0.188,0.834,0.024
disoblige,0.214,0.834,0.396
disorder,0.114,0.816,0.218
disordered,0.21,0.714,0.288
disorderedly,0.166,0.834,0.166
disorderliness,0.166,0.938,0.166
disorderly,0.188,0.748,0.384
disorganization,0.148,0.438,0.092
disorganize,0.062,0.834,0.072
disorganized,0.052,0.506,0.184
disorganizer,0.166,0.834,0.054
disorient,0.166,0.834,0.166
disorientate,0.166,0.808,0.146
disorientated,0.166,0.604,0.166
disorientation,0.162,0.472,0.212
disoriented,0.226,0.642,0.226
disown,0.152,0.636,0.368
disownment,0.074,0.5,0.25
disparage,0.092,0.662,0.336
disparagement,0.024,0.222,0.184
disparager,0.166,0.834,0.74
disparaging,0.102,0.626,0.41
disparate,0.438,0.5,0.368
disparately,0.332,0.5,0.5
disparateness,0.332,0.208,0.458
disparity,0.208,0.482,0.36
dispassion,0.396,0.018,0.834
dispassionate,0.198,0.216,0.218
dispassionately,0.478,0.0,0.648
dispatch,0.316,0.416,0.554
dispatcher,0.364,0.704,0.652
dispel,0.388,0.402,0.41
dispeller,0.814,0.796,0.888
dispensability,0.304,0.166,0.166
dispensable,0.166,0.166,0.062
dispensary,0.406,0.38,0.606
dispensation,0.388,0.462,0.49
dispensational,0.5,0.5,0.666
dispensatory,0.5,0.548,0.738
dispense,0.56,0.52,0.518
dispenser,0.582,0.392,0.47
dispersal,0.388,0.506,0.42
dispersant,0.5,0.808,0.728
disperse,0.374,0.568,0.434
dispersed,0.344,0.49,0.274
disperser,0.528,0.834,0.79
dispersible,0.528,0.784,0.536
dispersion,0.27,0.604,0.35
dispersive,0.332,0.834,0.25
dispirit,0.028,0.166,0.018
dispirited,0.204,0.28,0.142
dispiritedly,0.072,0.166,0.02
dispiritedness,0.0,0.0,0.074
displace,0.424,0.54,0.454
displaceable,0.26,0.5,0.27
displaced,0.28,0.472,0.29
displacement,0.276,0.53,0.48
displacency,0.5,0.528,0.642
displacer,0.5,0.834,0.738
display,0.676,0.324,0.4
displayable,0.834,0.5,0.63
displayer,0.834,0.834,0.728
displease,0.02,0.702,0.286
displeased,0.134,0.69,0.4
displeasure,0.114,0.558,0.25
disposability,0.332,0.166,0.2
disposable,0.27,0.438,0.25
disposable-income,0.242,0.476,0.258
disposal,0.134,0.608,0.396
dispose,0.548,0.538,0.558
dispose-of,0.25,0.538,0.316
disposed,0.688,0.44,0.624
disposer,0.5,0.834,0.77
disposition,0.662,0.542,0.734
dispositional,0.5,0.166,0.728
dispossess,0.148,0.738,0.778
dispossessed,0.354,0.576,0.33
dispossession,0.166,0.204,0.074
dispossessor,0.0,0.778,0.906
disproof,0.2,0.542,0.77
disproportion,0.188,0.5,0.332
disproportional,0.5,0.5,0.666
disproportionally,0.482,0.5,0.5
disproportionate,0.188,0.5,0.666
disproportionately,0.396,0.52,0.604
disproportionateness,0.166,0.444,0.4
disprovable,0.36,0.166,0.574
disproval,0.166,0.166,0.222
disprove,0.374,0.624,0.612
disproven,0.166,0.228,0.124
disputability,0.208,0.834,0.472
disputable,0.27,0.548,0.404
disputably,0.292,0.518,0.374
disputant,0.166,0.834,0.834
disputation,0.166,0.834,0.778
disputative,0.278,0.834,0.888
dispute,0.218,0.75,0.584
disputer,0.19,0.834,0.814
disqualification,0.066,0.676,0.33
disqualified,0.128,0.464,0.232
disqualify,0.208,0.594,0.266
disquiet,0.166,0.834,0.222
disquieted,0.228,0.85,0.29
disquietedly,0.166,0.834,0.24
disquietly,0.118,0.296,0.238
disregard,0.176,0.646,0.308
disregarded,0.26,0.458,0.282
disregardful,0.0,0.738,0.25
disrelish,0.374,0.47,0.304
disrepair,0.166,0.074,0.072
disreputability,0.0,0.166,0.066
disreputable,0.104,0.688,0.352
disreputableness,0.0,0.166,0.208
disreputably,0.0,0.814,0.11
disrepute,0.208,0.63,0.292
disrespect,0.062,0.636,0.302
disrespectable,0.018,0.556,0.166
disrespectful,0.016,0.764,0.206
disrespectfully,0.0,0.762,0.374
disrespectfulness,0.0,0.75,0.184
disrobe,0.332,0.75,0.314
disrobement,0.332,0.708,0.332
disrupt,0.264,0.64,0.348
disrupter,0.188,0.978,0.952
disrupting,0.186,0.556,0.338
disruption,0.234,0.734,0.436
disruptive,0.254,0.754,0.574
disruptively,0.166,1.0,0.906
disruptiveness,0.166,0.98,0.69
disruptor,0.25,0.952,0.904
diss,0.166,0.834,0.762
dissatisfaction,0.114,0.662,0.202
dissatisfactory,0.0,0.166,0.04
dissatisfied,0.042,0.56,0.29
dissatisfy,0.024,0.834,0.25
dissect,0.366,0.75,0.594
dissectible,0.5,0.166,0.584
dissection,0.276,0.632,0.462
dissector,0.5,0.796,0.87
dissemblance,0.214,0.694,0.25
dissemble,0.124,0.79,0.27
dissembler,0.166,0.796,0.728
disseminate,0.562,0.608,0.75
dissemination,0.476,0.55,0.582
disseminative,0.61,0.812,0.666
disseminator,0.784,0.814,0.688
dissension,0.25,0.618,0.414
dissent,0.3,0.654,0.406
dissenter,0.332,0.834,0.804
dissenting,0.27,0.552,0.366
dissentious,0.166,0.79,0.462
dissertate,0.584,0.738,0.77
dissertation,0.312,0.574,0.574
dissertational,0.354,0.228,0.766
disservice,0.25,0.794,0.48
dissidence,0.332,0.86,0.452
dissident,0.35,0.582,0.412
dissimilar,0.276,0.46,0.472
dissimilarity,0.332,0.5,0.352
dissimilarly,0.332,0.5,0.5
dissimilate,0.166,0.834,0.396
dissimilation,0.332,0.834,0.618
dissimulate,0.166,0.75,0.74
dissimulation,0.166,0.762,0.74
dissipate,0.384,0.368,0.354
dissipated,0.28,0.42,0.23
dissipater,0.166,0.784,0.184
dissipation,0.19,0.166,0.286
dissipative,0.194,0.834,0.214
dissociable,0.388,0.228,0.444
dissociate,0.166,0.75,0.24
dissociation,0.192,0.554,0.47
dissociative,0.28,0.614,0.396
dissolubility,0.5,0.054,0.352
dissoluble,0.5,0.332,0.312
dissolute,0.166,0.834,0.166
dissolutely,0.166,0.814,0.222
dissoluteness,0.166,0.738,0.204
dissolution,0.204,0.464,0.348
dissolvable,0.5,0.19,0.374
dissolve,0.27,0.49,0.41
dissolved,0.312,0.0,0.166
dissolvent,0.208,0.166,0.728
dissolver,0.238,0.834,0.594
dissonance,0.172,0.47,0.336
dissonant,0.188,0.834,0.296
dissonantly,0.104,0.834,0.332
dissuade,0.482,0.5,0.35
dissuader,0.166,0.834,0.814
dissuasion,0.166,0.166,0.906
dissuasive,0.194,0.19,0.944
dissuasively,0.208,0.166,0.722
dissymmetry,0.426,0.416,0.332
distain,0.124,0.292,0.79
distal,0.41,0.4,0.438
distance,0.232,0.316,0.418
distance-learning,0.466,0.544,0.602
distant,0.228,0.324,0.268
distantly,0.416,0.184,0.408
distaste,0.184,0.624,0.37
distasteful,0.264,0.676,0.222
distastefully,0.0,0.27,0.24
distastefulness,0.018,0.166,0.24
distemper,0.124,0.834,0.146
distend,0.332,0.79,0.26
distension,0.25,0.666,0.25
distention,0.278,0.166,0.332
distil,0.834,0.738,0.666
distill,0.646,0.834,0.714
distillable,0.5,0.166,0.708
distillate,0.5,0.346,0.382
distillation,0.396,0.436,0.574
distillatory,0.524,0.556,0.708
distilled,0.426,0.572,0.5
distiller,0.594,0.814,0.778
distillery,0.5,0.75,0.77
distinct,0.542,0.578,0.508
distinction,0.584,0.57,0.75
distinctive,0.884,0.52,0.604
distinctively,0.834,0.518,0.722
distinctiveness,1.0,0.476,0.784
distinctly,0.5,0.518,0.702
distinctness,0.812,0.054,0.812
distinguish,0.674,0.47,0.6
distinguishable,0.634,0.53,0.726
distinguishably,0.834,0.438,0.728
distinguished,0.822,0.592,0.758
distinguisher,0.76,0.708,0.944
distinguishing,0.622,0.362,0.64
distort,0.1,0.74,0.366
distorted,0.25,0.52,0.28
distortedly,0.166,0.584,0.27
distortedness,0.166,0.214,0.204
distorter,0.166,0.834,0.592
distortion,0.298,0.57,0.38
distortional,0.166,0.814,0.27
distortive,0.166,0.834,0.238
distract,0.24,0.608,0.336
distracted,0.194,0.392,0.212
distractedly,0.304,0.854,0.222
distractedness,0.232,0.27,0.084
distracter,0.208,0.834,0.19
distractibility,0.19,0.834,0.25
distractible,0.222,0.834,0.072
distracting,0.444,0.582,0.4
distraction,0.402,0.556,0.39
distractive,0.25,0.834,0.262
distractor,0.166,1.0,0.374
distraught,0.114,0.902,0.264
distress,0.072,0.84,0.396
distressed,0.142,0.77,0.324
distressful,0.024,0.958,0.166
distressfully,0.0,0.98,0.092
distressfulness,0.04,0.87,0.054
distressing,0.074,0.75,0.374
distributable,0.542,0.5,0.728
distributary,0.5,0.666,0.556
distribute,0.642,0.596,0.708
distributer,0.528,0.834,0.77
distribution,0.634,0.548,0.788
distributional,0.5,0.478,0.688
distributive,0.524,0.778,0.7
distributor,0.702,0.446,0.718
distributorship,0.808,0.796,0.854
district,0.438,0.326,0.66
district-attorney,0.396,0.618,0.594
district-court,0.286,0.516,0.782
distrust,0.06,0.67,0.276
distrustful,0.166,0.166,0.38
distrustfully,0.166,0.834,0.292
distrustfulness,0.166,0.166,0.314
disturb,0.174,0.76,0.48
disturbance,0.146,0.906,0.404
disturbed,0.124,0.87,0.304
disturber,0.092,0.958,0.416
disturbing,0.146,0.792,0.438
disunion,0.166,0.166,0.166
disunite,0.166,0.738,0.308
disunited,0.166,0.166,0.204
disunity,0.166,0.404,0.094
disuse,0.228,0.228,0.202
disused,0.25,0.302,0.186
disvalue,0.11,0.166,0.184
ditch,0.356,0.364,0.322
ditcher,0.308,0.834,0.708
ditchwater,0.166,0.0,0.094
dither,0.25,0.834,0.188
ditsy,0.208,0.784,0.166
ditto,0.448,0.418,0.41
ditty,0.47,0.432,0.334
ditz,0.166,0.778,0.166
ditzy,0.214,0.8,0.166
diuretic,0.204,0.77,0.648
diurnal,0.714,0.296,0.442
diva,0.66,0.656,0.596
divan,0.75,0.202,0.262
dive,0.582,0.53,0.5
dive-in,0.532,0.534,0.574
dive-into,0.5,0.484,0.568
diver,0.594,0.52,0.564
diverge,0.374,0.656,0.52
divergence,0.428,0.614,0.686
divergent,0.448,0.66,0.586
divergently,0.5,0.74,0.75
diverging,0.416,0.612,0.572
divers,0.582,0.58,0.602
diverse,0.562,0.518,0.604
diversely,0.762,0.524,0.574
diverseness,0.808,0.5,0.584
diversifiable,0.834,0.404,0.722
diversification,0.834,0.766,0.812
diversified,0.602,0.538,0.548
diversifier,0.784,0.834,0.812
diversify,0.656,0.588,0.464
diversion,0.636,0.828,0.504
diversionary,0.55,0.586,0.3
diversity,0.806,0.506,0.71
divert,0.344,0.622,0.406
diverter,0.5,0.796,0.75
divertible,0.714,0.24,0.5
diverting,0.396,0.57,0.536
divertive,0.834,0.834,0.624
divest,0.364,0.546,0.424
divested,0.332,0.448,0.31
divestible,0.5,0.332,0.646
divestment,0.302,0.508,0.382
dividable,0.518,0.5,0.462
divide,0.332,0.52,0.416
divided,0.27,0.622,0.39
dividedly,0.396,0.834,0.24
dividedness,0.184,0.19,0.19
dividend,0.582,0.49,0.566
divider,0.38,0.604,0.812
divinable,0.834,0.208,0.75
divination,0.5,0.65,0.544
divine,0.918,0.57,0.884
divinely,1.0,0.5,0.76
divineness,1.0,0.0,0.834
diviner,0.834,0.518,0.728
divinity,0.896,0.558,0.774
divisibility,0.5,0.452,0.604
divisible,0.322,0.462,0.41
divisibly,0.5,0.166,0.542
division,0.37,0.48,0.472
divisional,0.5,0.296,0.812
divisionally,0.5,0.444,0.702
divisionary,0.166,0.834,0.79
divisionism,0.5,0.796,0.618
divisive,0.182,0.576,0.31
divisively,0.166,0.834,0.624
divisiveness,0.024,0.834,0.938
divisor,0.422,0.508,0.454
divorce,0.042,0.7,0.384
divorce-papers,0.16,0.636,0.362
divorceable,0.166,0.404,0.354
divorced,0.166,0.208,0.25
divorcee,0.152,0.61,0.48
divorcer,0.166,0.834,0.666
divot,0.462,0.214,0.374
divulge,0.53,0.718,0.466
divulgement,0.354,0.666,0.708
divulgence,0.332,0.75,0.666
divulger,0.204,0.834,0.728
divvy,0.35,0.462,0.428
dizzily,0.304,0.926,0.166
dizziness,0.228,0.554,0.254
dizzy,0.198,0.582,0.192
dna,0.516,0.458,0.5
do,0.67,0.548,0.536
do-a,0.464,0.412,0.41
do-away,0.328,0.408,0.354
do-better,0.724,0.492,0.574
do-business,0.518,0.492,0.678
do-by,0.396,0.41,0.446
do-damage,0.068,0.574,0.402
do-drugs,0.374,0.664,0.3
do-for,0.356,0.452,0.37
do-good,0.862,0.396,0.742
do-harm,0.15,0.524,0.388
do-homework,0.516,0.468,0.55
do-in,0.452,0.492,0.534
do-it,0.5,0.514,0.556
do-justice,0.534,0.568,0.69
do-me,0.354,0.53,0.346
do-one,0.516,0.412,0.328
do-out,0.31,0.468,0.344
do-over,0.354,0.438,0.482
do-research,0.66,0.582,0.582
do-so,0.432,0.39,0.446
do-time,0.438,0.492,0.534
do-to,0.418,0.454,0.6
do-up,0.4,0.534,0.5
do-well,0.854,0.476,0.588
do-what,0.4,0.474,0.402
do-with,0.464,0.44,0.332
do-without,0.312,0.398,0.31
do-wonders,0.806,0.586,0.482
do-work,0.532,0.596,0.476
do-wrong,0.21,0.522,0.292
doable,0.76,0.404,0.674
doc,0.458,0.316,0.392
doc-martens,0.39,0.584,0.532
docile,0.604,0.258,0.264
docilely,0.594,0.0,0.04
docility,0.812,0.0,0.072
dock,0.49,0.408,0.48
dockage,0.356,0.26,0.5
docked,0.28,0.754,0.398
docker,0.5,0.814,0.648
docket,0.504,0.508,0.606
dockhand,0.5,0.834,0.834
docking,0.354,0.596,0.586
dockside,0.666,0.834,0.5
dockworker,0.5,0.834,0.796
dockyard,0.5,0.332,0.562
docs,0.5,0.5,0.708
doctor,0.7,0.53,0.86
doctoral,0.944,0.166,0.834
doctorate,0.776,0.478,0.84
doctorial,0.834,0.5,0.978
doctrinal,0.51,0.372,0.672
doctrinally,0.5,0.462,0.808
doctrinarian,0.308,0.834,0.944
doctrine,0.5,0.394,0.768
doctrinism,0.166,0.708,0.808
docudrama,0.5,0.812,0.5
document,0.594,0.24,0.666
documental,0.536,0.262,0.646
documentarian,0.762,0.834,0.778
documentarily,0.5,0.5,0.722
documentary,0.622,0.212,0.596
documentation,0.718,0.29,0.666
documents,0.53,0.25,0.586
doddle,0.666,0.308,0.25
dodecahedron,0.5,0.404,0.5
dodge,0.332,0.76,0.508
dodger,0.426,0.454,0.49
dodgers,0.5,0.834,0.702
dodging,0.396,0.654,0.382
dodgy,0.28,0.51,0.254
dodo,0.438,0.306,0.352
doe,0.55,0.336,0.336
doer,0.724,0.55,0.728
doesn,0.5,0.5,0.5
dog,0.704,0.5,0.406
dog-days,0.444,0.446,0.392
dog-fight,0.25,0.746,0.448
dog-food,0.378,0.392,0.354
dog-house,0.45,0.422,0.378
dog-it,0.3,0.416,0.466
dog-on,0.402,0.508,0.44
dog-poop,0.11,0.476,0.404
dog-show,0.482,0.5,0.712
dogcatcher,0.184,0.834,0.812
dogface,0.218,0.47,0.264
dogfight,0.166,1.0,0.856
dogfish,0.5,0.834,0.366
dogfood,0.5,0.834,0.5
dogged,0.254,0.75,0.594
doggedly,0.166,0.834,0.834
doggedness,0.834,0.834,0.834
doggie,0.834,0.834,0.222
doggish,0.2,0.834,0.352
doggishly,0.396,0.834,0.332
doggishness,0.166,0.166,0.5
doggone,0.624,0.812,0.332
doggy,0.646,0.49,0.404
doghouse,0.438,0.416,0.34
doglike,0.332,0.834,0.314
dogma,0.53,0.46,0.718
dogmatic,0.448,0.52,0.654
dogmatically,0.312,0.834,0.976
dogmatism,0.166,0.458,0.834
dogmatist,0.166,0.834,0.962
dogmatization,0.166,0.814,0.834
dogmatize,0.166,0.834,0.896
dogshit,0.204,0.546,0.332
dogsick,0.57,0.49,0.376
dogsled,0.834,0.852,0.688
dogtooth,0.478,0.5,0.518
dogwatch,0.5,0.808,0.52
dogwood,0.684,0.0,0.476
doily,0.666,0.166,0.308
doings,0.604,0.49,0.704
doit,0.5,0.518,0.392
dojo,0.5,0.434,0.454
doldrums,0.228,0.424,0.266
dole,0.448,0.402,0.348
doleful,0.028,0.0,0.184
dolefully,0.0,0.166,0.104
dolefulness,0.0,0.0,0.0
doll,0.728,0.32,0.33
dollar,0.754,0.632,0.694
dollar-bill,0.616,0.5,0.516
dollar-sign,0.552,0.38,0.524
dollar-store,0.518,0.374,0.618
dolled-up,0.61,0.5,0.32
dollhouse,0.642,0.244,0.362
dollish,0.356,0.166,0.27
dollop,0.5,0.238,0.374
dolomite,0.524,0.214,0.5
dolor,0.166,0.634,0.374
dolphin,0.776,0.35,0.414
dolt,0.0,0.166,0.124
domain,0.572,0.548,0.828
domain-name,0.482,0.426,0.58
dome,0.62,0.398,0.508
domelike,0.618,0.11,0.702
domestic,0.728,0.326,0.5
domestic-violence,0.15,0.694,0.462
domestically,0.5,0.292,0.476
domesticate,0.814,0.812,0.75
domesticated,0.634,0.36,0.294
domestication,0.594,0.39,0.434
domesticator,0.834,0.804,0.888
domesticity,0.666,0.166,0.19
domicile,0.604,0.292,0.528
domiciled,0.542,0.34,0.516
dominance,0.542,0.774,0.838
dominancy,0.852,0.854,1.0
dominant,0.406,0.854,0.892
dominantly,0.834,0.834,1.0
dominate,0.438,0.814,0.976
dominated,0.166,0.834,0.018
dominating,0.426,0.768,0.902
domination,0.504,0.786,0.978
dominative,0.166,0.834,1.0
dominator,0.166,0.86,1.0
dominatrix,0.39,0.726,0.708
domineer,0.19,0.834,0.976
dominion,0.542,0.704,0.89
domino,0.594,0.51,0.472
